review,normalized_review
"This is an excellent DVD. I love it because it teaches while girls can be little princesses, they can still do things for themselves. My little girl loves it and I highly recommend it!",excellent dvd love teaches girls little princesses still things little girl loves highly recommend
"When you listen to this album, it will transport you back to Andalucia (southern spain). I studied abroad in Seville over a year ago and this band had just made thier debut and Me ponga colorada was heard EVERYWHERE! The CD has a great blend of flamenco, pop music and moroccan flavor that you won't find on any other spanish CD. I cannot wait for their next album.",listen album transport back andalucia southern spain studied abroad seville year ago band made thier debut ponga colorada heard everywhere cd great blend flamenco pop music moroccan flavor wont find spanish cd cannot wait next album
"I've never been a fan of Katzen's cookbooks. The original recipes were drenched in cheese, cream and butter. ""Ethnic"" recipes (except, perhaps, for those drawing on her own heritage) tended to be bland and inauthentic. Although the newer edition promises to correct these faults, I don't find that the food is substantially different. Bleah.",ive never fan katzens cookbooks original recipes drenched cheese cream butter ethnic recipes except perhaps drawing heritage tended bland inauthentic although newer edition promises correct faults dont find food substantially different bleah
"Koontz always gets things going, and never lets go. This is the case here. The descriptions and not ""too"" far fictional characters often keep my pondering if this type of sick character could be real some day or present day.",koontz always gets things going never lets go case descriptions far fictional characters often keep pondering type sick character could real day present day
"This book is an execellent tool to keep on hand, if you're a hosre owner. Its helpful for the time between the farrier appointments.",book execellent tool keep hand youre hosre owner helpful time farrier appointments
Half of the time your A STUPID TAXI DRIVER CARS ARE REALLY SLOW LIMITID WEAPONS LOAD TIMES ARE SLOW A WERY BAD GAME,half time stupid taxi driver cars really slow limitid weapons load times slow wery bad game
You pour stuff in; and you pour it back out again.Then you clean it up for next time.And you get what you pay for.Perfectly good choice.,pour stuff pour back againthen clean next timeand get pay forperfectly good choice
"If you haven't read any of these books to your children or grandchildren, you are missing something special. These are fun and adventurous ways to teach the alphabet.",havent read books children grandchildren missing something special fun adventurous ways teach alphabet
"This is a piece of junk - the cars are supposed to hook together and be able to be dragged along by an 18 month old. The problem with this is, the cars don't LATCH together (they don't click into place) - they just set one car upon another. This means that when the child tries to pull the cars, he or she just ends up pulling the front car out, dumping the Winnie the Pooh character on the floor, and swinging the front car in the air. The ONLY way to get this to roll along on the floor is to pull the string along, parallel to the floor. The only child you could convince to do that would be older than 2, if not 3. And at that point, this toy is a little beneath them.Terrible, stupid design. I'm glad I got it as a gift, I would have hated to have spent any money on it.",piece junk cars supposed hook together able dragged along month old problem cars dont latch together dont click place set one car upon another means child tries pull cars ends pulling front car dumping winnie pooh character floor swinging front car air way get roll along floor pull string along parallel floor child could convince would older point toy little beneath themterrible stupid design im glad got gift would hated spent money
"I purchased this item to help ease my daughter away from her finger-sucking habit. However, when the product came, there is NO safety seal on the outside box, and NO safety seal on the bottle cap. As a result, I'm afraid to use the product for fear of tampering or tainting. It's shocking to me that a product aimed for finger-suckers and nail-biters, and on the box states ""An effective deterrent for adults and CHILDREN"" has absolutely no safety seals to ensure the product can't be tainted or tampered with, in the long line of distribution from manufacturer to consumer!!! Very disappointed.",purchased item help ease daughter away fingersucking habit however product came safety seal outside box safety seal bottle cap result im afraid use product fear tampering tainting shocking product aimed fingersuckers nailbiters box states effective deterrent adults children absolutely safety seals ensure product cant tainted tampered long line distribution manufacturer consumer disappointed
"I have returned this item TWICE. Their tray is not pulling out, so you have to -suck- out the water from it. It doesn't hold all types of coffee, sometimes I had water coming out from the sides, or straight into tray. And I suspect that the pressure is not sustainable because I'm getting different results - sometimes coffee is good, sometimes you just can't drink this.",returned item twice tray pulling suck water doesnt hold types coffee sometimes water coming sides straight tray suspect pressure sustainable im getting different results sometimes coffee good sometimes cant drink
"They actually only ship one Pad to me, even though their title is ""Ampad Evidence Dual Pads, Legal Size, Canary Yellow, Legal Ruling, 100 Sheets per Pad, 6 Pads per Pack (20-247)""",actually ship one pad even though title ampad evidence dual pads legal size canary yellow legal ruling sheets per pad pads per pack
"I agree with the other reviewer. I bought all of the books in this series and am shocked at how much of the advice has been taken from previous authors on these topics. She is copying classics like Emily Post and simply re-wording the text. Except for the cute drawings, this series is a waste of money. If you want to know how to do things ""correctly"", read Letitia Baldridge's ""The New Manners For the '90's"". It covers everything and is written by a woman with the education and experience to know of which she speaks! Not someone who using her fashion connections to flood the magazines and talk shows with her ""discovery"" of this information.",agree reviewer bought books series shocked much advice taken previous authors topics copying classics like emily post simply rewording text except cute drawings series waste money want know things correctly read letitia baldridges new manners covers everything written woman education experience know speaks someone using fashion connections flood magazines talk shows discovery information
"I got this with Spirit Camera and I have to say that was a nice way to crash course into the series. Seriously, its scary and even though you have a sister near you, its unnerving. Anyway, you'll enjoy this if you are looking for a scary story to play through.",got spirit camera say nice way crash course series seriously scary even though sister near unnerving anyway youll enjoy looking scary story play
"I started working with this book hoping to get a good idea of how todeploy my applications with BEA. The product was very simple toinstall and deploy, but the server won't stay up when I startaccessing the site....The book was OK, but to much hype on theserver....",started working book hoping get good idea todeploy applications bea product simple toinstall deploy server wont stay startaccessing sitethe book ok much hype theserver
"I bought this item to use under a poodle skirt. Well, it didnt do anything. I was expecting a poofier underskirt, but what I got was basically a skirt made out of tulle. It's not even slightly poofy. And when I put it under the skirt, it wasn't even even so it made my hips look all uneven and bumpy. I can't send it back, so I'm stuck with it. The stretchy part is made of some kind of crappy pseudo silk. Super cheap. Super unsexy. Pass on this item and go with something else.",bought item use poodle skirt well didnt anything expecting poofier underskirt got basically skirt made tulle even slightly poofy put skirt wasnt even even made hips look uneven bumpy cant send back im stuck stretchy part made kind crappy pseudo silk super cheap super unsexy pass item go something else
"the recipies in this book are plain and uninspired. they are also inexact. in the recipie for Tuna Noolde Casarole it calls for a bag of pasta. What type of pasta? How big a bag. I put a 1 lb bag of egg noodles in and tried to put it in the recomended size container, didn't fit. The sauce is also not nearly enough for the quantity (if you use 1 lb of egg noodles).",recipies book plain uninspired also inexact recipie tuna noolde casarole calls bag pasta type pasta big bag put lb bag egg noodles tried put recomended size container didnt fit sauce also nearly enough quantity use lb egg noodles
After I read the reviews and purchased this product. I expected to have to do the fix using an empty k-cup as recommended by others. I had even saved and prepared the empty k-cup. Unfortunately it was a waste of time and money. After following directions for fix carefully. Coffee was still to weak and grounds still in coffee! I would not recommend this product.,read reviews purchased product expected fix using empty kcup recommended others even saved prepared empty kcup unfortunately waste time money following directions fix carefully coffee still weak grounds still coffee would recommend product
"My new Dimage Z2, just suffered power failure (Purchased Apr 26th). KonincaMinolta does not have local service center and according to their customer service repair volume is so high on this camera that turn around time is 3-4 weeks.You have to pay for shipping the camera, and they will send similarly by ground (add to the cost of purchasing this camera).Besides this I have found that auto focus fails in low light - auto focus does not really works. Manual focusing procedure is so cumbersome that it may as well not be there.I regret buying Minolta, better stick with Cannon A80 - better product better value. And I am long time Minolta user from 400si to 600si (SLR cameras).",new dimage z suffered power failure purchased apr th konincaminolta local service center according customer service repair volume high camera turn around time weeksyou pay shipping camera send similarly ground add cost purchasing camerabesides found auto focus fails low light auto focus really works manual focusing procedure cumbersome may well therei regret buying minolta better stick cannon better product better value long time minolta user si si slr cameras
This is one of the worst movies I have ever seen and I've seen a lot of movies. I am even a Tom Green fan so I went in with an open mind expecting Greene's ususal antics. This movie is so unfunny I wanted to turn it off less than thirty minutes after the opening credit. Don't waste an hour and a half of your life on this piece of garbage.,one worst movies ever seen ive seen lot movies even tom green fan went open mind expecting greenes ususal antics movie unfunny wanted turn less thirty minutes opening credit dont waste hour half life piece garbage
"My husband gave me the Kindle for my birthday and it was the best gift he ever gave me (for my birthday). Even better than my laptop! I have arthritis in my hands so holding books has been painful for me. The Kindle is lighter and easier to hold than a book, and I am so happy to be able to read, read, read. Thanks, honey, for the wonderful 58th gift you've given me for my birthday. Now you all can figure out when I met my husband, and how old I am!",husband gave kindle birthday best gift ever gave birthday even better laptop arthritis hands holding books painful kindle lighter easier hold book happy able read read read thanks honey wonderful th gift youve given birthday figure met husband old
"Screws did not fit in the pre-drilled holes. Luckily I had the proper sizes in my tool kit. The seat is put together, but after 4 hours I have put it aside and will tackle the steps at another time. I wish that I had gone out and purchased one that was already assembled. I am out of the money, and I still do not have a kitchen stool! It's too heavy to think about returning, and like most people, I had to totally tear up the packaging to get it out of the box. It can't be returned. So, there it sits, over in the corner! I ran out of screws that would fit the holes but I have the ones that came with the stool. Maybe I will find a use for them You will get 4 screws and 12 bolts.Have your 16 screws ready before you begin. Save the 24 bolts for another job",screws fit predrilled holes luckily proper sizes tool kit seat put together hours put aside tackle steps another time wish gone purchased one already assembled money still kitchen stool heavy think returning like people totally tear packaging get box cant returned sits corner ran screws would fit holes ones came stool maybe find use get screws boltshave screws ready begin save bolts another job
This is one of the funniest movies i have ever seen! From beginning to end there is never a dull moment. definetly worth watching.,one funniest movies ever seen beginning end never dull moment definetly worth watching
"very good... not just typical big beat stuff, rather, electronic of all sorts.. much more expansive than other artists in same tech-popular genre.",good typical big beat stuff rather electronic sorts much expansive artists techpopular genre
The plot moves along very slowly.Pages and pages go by without much happening.A lot of repetitions also. The author would keep repeatingthe same thing over and over. She like to say thing again even though she said it earlier. (see how annoying that can get???),plot moves along slowlypages pages go without much happeninga lot repetitions also author would keep repeatingthe thing like say thing even though said earlier see annoying get
"I bought this product because I was looking for a low-cost solution to some data-loss issues. I found that it is pretty effective at retrieving many deleted files, and does a better job than many other low-cost or free programs of this type. It even allows you to preview the files before restoring them. However, I am quite disappointed by the fact that the program cannot restore the original file and folder structures, or even the original names of the files themselves, which can create a great deal of confusion when it comes to sorting the restored files. Therefore, if these issues are of concern to you, I would recommend spending a bit more if necessary to buy software that provides these features.",bought product looking lowcost solution dataloss issues found pretty effective retrieving many deleted files better job many lowcost free programs type even allows preview files restoring however quite disappointed fact program cannot restore original file folder structures even original names files create great deal confusion comes sorting restored files therefore issues concern would recommend spending bit necessary buy software provides features
"My little girl who is two can't get enough of Miss Pattycake, and it is such a blessing to see her jump and clap and praise the Lord with the songs as she watches!",little girl two cant get enough miss pattycake blessing see jump clap praise lord songs watches
"Diane Lane is the only reason to watch this movie. As an actor, she knows how to create a meat pie out of potatoes. Unfortunately, she is also the reason why this 'trip down gore lane' can pass itself off as a serious film at first glance. It is, however, just another exercise in how far a filmmaker can push the envelope on the theme of cruelty, mayhem and murder. The only favorable point I can possibly give it is that the producers did not shy away from using an actress who, thankfully, is not trying to hide her age and is accepting the cycle of life with a grace that makes her even lovelier.",diane lane reason watch movie actor knows create meat pie potatoes unfortunately also reason trip gore lane pass serious film first glance however another exercise far filmmaker push envelope theme cruelty mayhem murder favorable point possibly give producers shy away using actress thankfully trying hide age accepting cycle life grace makes even lovelier
does the job although unsightly and has provided a sturdy base for the umbrella which is permenantly up and will not retract during evenings or breeze.,job although unsightly provided sturdy base umbrella permenantly retract evenings breeze
"This budget-priced laser printer is quiet and delivers your documents most expeditiously! Note to Macintosh OS X users: the latest driver can be downloaded from the manufacturer's website so you won't have to revert to OS 9 whenever you need to print. Hopefully this will save you some time and trouble, because there were no editorial comments or customer reviews before I purchased this! I selected four stars because there is a slight pause after issuing the command to print, but the pause is negligible and hardly worth mentioning.",budgetpriced laser printer quiet delivers documents expeditiously note macintosh os x users latest driver downloaded manufacturers website wont revert os whenever need print hopefully save time trouble editorial comments customer reviews purchased selected four stars slight pause issuing command print pause negligible hardly worth mentioning
"This is a must-have for dog owners and fanciers alike! I bought this with my birthday money, and the humorous text urged me to snatch it from the shelves. It's a book to read when in the bowels of ""Dog Ownwer Despair"". If you love or like dogs, this is a book you NEED to have!",musthave dog owners fanciers alike bought birthday money humorous text urged snatch shelves book read bowels dog ownwer despair love like dogs book need
"Four women ahead of their time. Their album, Fanny Hill has some of my favorite songs- ever. I like their rendition of Bulldog, almost better than the Beatles. 'You Have a Home' is one of the most beautiful songs- the message is very poignant- most single mothers can relate. Listen to 'Ain't That Peculiar and I bet you become a fan.",four women ahead time album fanny hill favorite songs ever like rendition bulldog almost better beatles home one beautiful songs message poignant single mothers relate listen aint peculiar bet become fan
I got his for my son's room and I was very disappointed with my purchase. the color of the drapes was really dull and it didn't cover my window fully. Also the things used to hold the drapes together didn't have a good design,got sons room disappointed purchase color drapes really dull didnt cover window fully also things used hold drapes together didnt good design
"My favorite band of the 60's but very poor sound quality makes this disc not worth the $40.00 or so I paid for it.But being a big Blue Cheer fan I have something that not many people own.If you don't own anything by this groundbreaking group,buy Vincebus Eruptum,you won't be disappointed!",favorite band poor sound quality makes disc worth paid itbut big blue cheer fan something many people ownif dont anything groundbreaking groupbuy vincebus eruptumyou wont disappointed
"audio does not work, have a pioneer sc57 receiver and a pioneer BDP53 blu-ray player with updated software.any advice on how to fix",audio work pioneer sc receiver pioneer bdp bluray player updated softwareany advice fix
"The Chesapeake Bay area surrounding Annapolis is a wonderful place to live. The author of this medical fantasy story describes local neighborhoods and live experiences with focused accuracy. There is much to learn about piloting an airplane that is revealed by the author's vast knowledge of that subject but the relevance to the whole story escaped me. Perhaps, one must rise above all the details on the surface of the earth to see the whole picture and make such a seemingly simple but amazing medical discovery. The greatest asset of this book is to remind readers that helping mankind is much more important than the potential monitary reward associated with an invention or a discovery. The second most important asset of this book is the pure learning experience about historical facts from a very learned author.",chesapeake bay area surrounding annapolis wonderful place live author medical fantasy story describes local neighborhoods live experiences focused accuracy much learn piloting airplane revealed authors vast knowledge subject relevance whole story escaped perhaps one must rise details surface earth see whole picture make seemingly simple amazing medical discovery greatest asset book remind readers helping mankind much important potential monitary reward associated invention discovery second important asset book pure learning experience historical facts learned author
"This book, which claims to be an introduction to the world's religions,spends 2/3 of its time discussing the development of Christianity. Even if the potential reader is a non-Christian or a Christian who seeks to rationalize Christianity with reason, this book has many errors and off-the-wall remarks which are misleading. For the Christian who basically holds to all the truth of the Bible, you are much better off consulting other books for knowledge about the other religions of the world.",book claims introduction worlds religionsspends time discussing development christianity even potential reader nonchristian christian seeks rationalize christianity reason book many errors offthewall remarks misleading christian basically holds truth bible much better consulting books knowledge religions world
"Was so disappointed when I opened the box from Amazon today! I actually ordered these in 3 different colors, thinking they were actual blank book-type notebooks that I could include with gifts. Thought they were special-priced on clearance. NOT SO. The price of $1.50 is actually printed on the back, and they are really small and kind of chintzy looking. Definitely not what I thought I was getting. Should definitely be listed as notepads, not notebooks.",disappointed opened box amazon today actually ordered different colors thinking actual blank booktype notebooks could include gifts thought specialpriced clearance price actually printed back really small kind chintzy looking definitely thought getting definitely listed notepads notebooks
"It was an okay book I suppose. It sagged during the middle. I am in Andrea's fiction writers support group, and she is not a very nice person. She puts others down, so that may have cast a shadow over it for me.",okay book suppose sagged middle andreas fiction writers support group nice person puts others may cast shadow
"The Garmin Streetpilot C330 is sure one neat little invention. Use it around town or on a long road trip, you will not be disappointed. No need for lengthy instructions. Most people can figure out how to use it right out of the box. No set up is required. You can set it to find an address, find the name of a restaurant, or a hotel. You can ask it to find you food by category such as Italian, fast, and many more choices. It will give you a list from closest to furthest away. Same with lodging. It will give the phone numbers of the choices too. I am a trucker and have found it invaluable to my daily job. Once in awhile it might be off by a few house numbers, but it has no problem getting you on the right street. A great buy!",garmin streetpilot c sure one neat little invention use around town long road trip disappointed need lengthy instructions people figure use right box set required set find address find name restaurant hotel ask find food category italian fast many choices give list closest furthest away lodging give phone numbers choices trucker found invaluable daily job awhile might house numbers problem getting right street great buy
"In 2001 ""Arming America: The Origins of a National Gun Culture"" received the prestigious Bancroft Prize for American history from Columbia University.In October 2002 the author, Michael Bellesiles, resigned as a professor at Emory University, after an independent panel of scholars strongly critized his research, saying that he was ""guily of unprofessional and misleading work.""In December 2002 Columbia rescinded their award to Bellesiles; in a statement issued by the school's trustees, they said that Bellesiles' ""book had not and does not meet the standards ... established for the Bancroft Prize.""An online search will quickly and easily verify that the above information is true - something that sadly cannot be said of many of the ""facts"" contained in Bellesiles' book.Whatever your views on gun control may be, avoid ""Arming America: The Origins of a National Gun Culture"" like the plague - it has clearly and widely been discredited as bad, bad, bad history.",arming america origins national gun culture received prestigious bancroft prize american history columbia universityin october author michael bellesiles resigned professor emory university independent panel scholars strongly critized research saying guily unprofessional misleading workin december columbia rescinded award bellesiles statement issued schools trustees said bellesiles book meet standards established bancroft prizean online search quickly easily verify information true something sadly cannot said many facts contained bellesiles bookwhatever views gun control may avoid arming america origins national gun culture like plague clearly widely discredited bad bad bad history
"I hope he retires for good this time because I am getting tired of looking at his ugly face and weak music.This cd is really weak and pathetic because it sounds boring just like all the rest of his albums.The music is very pop accompanied by weak beats and weak rapping.He raps about the same thing that all rappers rap about money,clothes,cars,hoes.All in all I hope he stays retired because he is one weak rapper.DO NOT BUY THIS GARBAGE!!!",hope retires good time getting tired looking ugly face weak musicthis cd really weak pathetic sounds boring like rest albumsthe music pop accompanied weak beats weak rappinghe raps thing rappers rap moneyclothescarshoesall hope stays retired one weak rapperdo buy garbage
"I never got my purchase, never got a mail telling that the were returning the slides, so I think this is not a serious shop and Amazon is losing points with their clients.",never got purchase never got mail telling returning slides think serious shop amazon losing points clients
"Am happy with this purchase, My wife tried these on and the size and width were perfect, its amazing the amount of work that go""s into these boots, the company uses quality material and workmanship and yet charges awesome prices that makes it easy for anyone to own a pair of boots from propet, am very happy with this purchase and Happy Wife means Happy Life lol !",happy purchase wife tried size width perfect amazing amount work gos boots company uses quality material workmanship yet charges awesome prices makes easy anyone pair boots propet happy purchase happy wife means happy life lol
Peelers on the market today are of a poor quality so I was happy to see a more sturdy design. I was disappointed however. It bearly peeled carrots and I tried different angles to be sure.,peelers market today poor quality happy see sturdy design disappointed however bearly peeled carrots tried different angles sure
"This wonderful little book offers many choices for mealtime blessings that are especially appropriate to thank our Provider and Source for the daily bread that graces our tables. As we increase our connection to the Divine Spirit, one will find blessings to suit any and all occasions whether eating alone, with others, or in a restaurant. This collection of blessings is a gift of love!",wonderful little book offers many choices mealtime blessings especially appropriate thank provider source daily bread graces tables increase connection divine spirit one find blessings suit occasions whether eating alone others restaurant collection blessings gift love
This is a subject I have always been interested in. I think the book covers the struggle for the city very well. From the grewsome deaths from starvation to the breakdown of food supplies to the fighting itself.,subject always interested think book covers struggle city well grewsome deaths starvation breakdown food supplies fighting
These items are selling for different prices--It seems like whatever popular colors are they jack up the price--what a cheat!,items selling different pricesit seems like whatever popular colors jack pricewhat cheat
"Where are the good writers? What was this supposed to be? If you like a contrived plot, cardboard characters, stupid dialogue, you will love this movie. Alright, the scenary was wonderful, hence the two stars.",good writers supposed like contrived plot cardboard characters stupid dialogue love movie alright scenary wonderful hence two stars
"I found this movie extremely dull and laughed exactly one time. The ""comedy,"" if you really want to call it that, is beyond juvenile... and not even the funny juvenile humor that makes other movies good. Overused accents are very rarely funny, especially when they're so over accentuated (like in this film) that it gets to be annoying. How so many people liked this movie is beyond me, but it makes me think about how bad society is becoming.",found movie extremely dull laughed exactly one time comedy really want call beyond juvenile even funny juvenile humor makes movies good overused accents rarely funny especially theyre accentuated like film gets annoying many people liked movie beyond makes think bad society becoming
"Seven hours each way for Thanksgiving... oh yes, love the headphones! Would have been a much different trip without them.",seven hours way thanksgiving oh yes love headphones would much different trip without
"Pattern matches my dish set. They are durable and the lids stay on. I have washed mine in the dishasher, but not the lids. Sometimes plastic warps and I want the lids to keep fitting. They stack and store nicely inside each other which is a spacesaver.",pattern matches dish set durable lids stay washed mine dishasher lids sometimes plastic warps want lids keep fitting stack store nicely inside spacesaver
"I could not get the CD side of this Dual disc to play in my computer, or stanard CD players including my original SONY CD player from the early 1980s. The DVD side works however works flawlessly.",could get cd side dual disc play computer stanard cd players including original sony cd player early dvd side works however works flawlessly
"Sounds like a fascinating book....but what if no one ever landed on the moon? Because if they did so many years ago, why have current space programmes never repeated this....and what about the radiation belt around the planet??",sounds like fascinating bookbut one ever landed moon many years ago current space programmes never repeated thisand radiation belt around planet
Thought this was a how to book to playing video poker. Instead it was the author bragging about how good he was at the game. Boring!!!!!!,thought book playing video poker instead author bragging good game boring
"This was the first Koontz novel I ever read and I could not put it down. The depiction of the characters and images seen through the eyes of Chris Snow was incredible. As the book neared the end I found myself wishing for it not to be over. I felt like I was right there going through the ordeal myself. Koontz pulled me in and has not let me go. I have read several other great books by him since, but none of them hooked me like Seize the Night.",first koontz novel ever read could put depiction characters images seen eyes chris snow incredible book neared end found wishing felt like right going ordeal koontz pulled let go read several great books since none hooked like seize night
"I found this book to do just what I had hoped. It's like a syllabus from a very smart, highly organized professor, who fleshes out the subjects just enough, and lets you know where exactly to look for more. It's concise, intelligent, and informative, and it saved me a lot of time in working out an outline on the subject (I'm an art professor myself). Cynthia Freeland -- thank you! What clarity!",found book hoped like syllabus smart highly organized professor fleshes subjects enough lets know exactly look concise intelligent informative saved lot time working outline subject im art professor cynthia freeland thank clarity
"The basis of the story was good, but the editing was awful. it should have been in chronological order so we didn't have to see every scene 4 times, and if they didn't have a commercial every 8 min, then maybe it wouldn't have been 4 parts. it could have been a winner.",basis story good editing awful chronological order didnt see every scene times didnt commercial every min maybe wouldnt parts could winner
"it's OK if you are buying it for small kid. Easy assembly, good look, Kid loves it. but, This is for very small kid and may not last for 2 to 3 years for growing kid. Although it has adjustable seat but not very balanced after much height. I would rather have little bigger than this one.",ok buying small kid easy assembly good look kid loves small kid may last years growing kid although adjustable seat balanced much height would rather little bigger one
"This fax machine needs a babysitter. It cannot be trusted to fax without trying to eat the pages and jam constantly. You have to stand over it, and guide the pages straight so they don't get pulled in crooked. And it is LOUD!! VERY LOUD!! I dream of taking this machine out to the field, pulling out a baseball bat and going all OFFICE SPACE on it!!!!",fax machine needs babysitter cannot trusted fax without trying eat pages jam constantly stand guide pages straight dont get pulled crooked loud loud dream taking machine field pulling baseball bat going office space
"What a waste of money. This is NOT an LED light, and does not come close to the performance of an LED light at half the price! Guess we're paying for the name and the lifetime warranty. This one will easily last a lifetime, sitting unused in a drawer. Bought it for my medical career wife (she likes purple) but it is clumsy for her to turn on, concentrate the beam, then turn off with one hand. Bought her a 99-cent tear-drop shaped keychain LED light on a whim and its perfect. Brighter and easier to use, replaceable battery, and 1/7 the cost. I really expected more from this company, but both this light and their customer perspective are obsolete. No complaint with the quality of construction. Solid aluminum and O-rings as usual. Just has the minor flaw of casting a weak and scattered beam, way below the performance of modern LED technology. The light is yellow and full of shadow artifacts that prevent a clean illumination. Not a good buy; don't repeat my mistake!",waste money led light come close performance led light half price guess paying name lifetime warranty one easily last lifetime sitting unused drawer bought medical career wife likes purple clumsy turn concentrate beam turn one hand bought cent teardrop shaped keychain led light whim perfect brighter easier use replaceable battery cost really expected company light customer perspective obsolete complaint quality construction solid aluminum orings usual minor flaw casting weak scattered beam way performance modern led technology light yellow full shadow artifacts prevent clean illumination good buy dont repeat mistake
"I have seen this movie before and I enjoyed it, that's why I ordered it, to add to my collection. I could not view this when I got it. It says INVALID REGION CODE and would not play, I don't know what that means I've never had the problem before viewing a movie. I just wasted my money on this since I can't watch it.",seen movie enjoyed thats ordered add collection could view got says invalid region code would play dont know means ive never problem viewing movie wasted money since cant watch
"I've been on it for a week now and I'm going to stop taking it. It does help to go softer, but I'm only going once a day now..instead of my usual 2 or 3. I took it because it promised a good cleaning out. I'm getting the opposite and this can't be good for me. I give it 2 stars because the pills are easy to swallow and I notice I sleep better at night. Something in it must be causeing that. Overall, I wasted my money.",ive week im going stop taking help go softer im going day nowinstead usual took promised good cleaning im getting opposite cant good give stars pills easy swallow notice sleep better night something must causeing overall wasted money
"Please do not waste your money on this. It is terrible, slow, and boring. I am extremely disappointed.",please waste money terrible slow boring extremely disappointed
"I thought this would be a nice cookbook to have since I am new to cast iron cooking. I found I really have not used it though.I seem to just make things on my own, but there are a couple recipes I'd like to try sometime.",thought would nice cookbook since new cast iron cooking found really used thoughi seem make things couple recipes id like try sometime
"I bought this tv refurbished from phillps outlet. It looked great. great picture. Worked for 2 days!!! Then same as others will not turn on, flashing red light. nothing works! Called factory service waiting for them to get back in touch with me. since no repair sites are within 50 miles of me, they cant have anyone come to fix it. I am out of there operating radius. Do not buy spend the extra money on a better tv!",bought tv refurbished phillps outlet looked great great picture worked days others turn flashing red light nothing works called factory service waiting get back touch since repair sites within miles cant anyone come fix operating radius buy spend extra money better tv
"Joss Stone's a decent singer, but shouldn't be writing songs; or releasing them. I couldn't find a single memorable tune here. I also thought her singing was too flamboyant, but perhaps it's to keep up with the heavy production, which is so overcooked it's insufferable. Next time Joss should try losing the rappers and the big beat overkill. As one critic wrote, ""Sometimes it takes more balls to go it alone then with a whole crew."" I couldn't agree more. This album is like musical Kleenex, use it, then lose it. Better luck next time.On the other side of the coin, there's ""The Orange Album"" by Stefy (Rae) which is a stunning debut. Had Gwen Stefani made it, journalists would have called it a pop masterpiece. It's new artists like Stefy that could keep the music business afloat. Are we listening Ms. Stone.",joss stones decent singer shouldnt writing songs releasing couldnt find single memorable tune also thought singing flamboyant perhaps keep heavy production overcooked insufferable next time joss try losing rappers big beat overkill one critic wrote sometimes takes balls go alone whole crew couldnt agree album like musical kleenex use lose better luck next timeon side coin theres orange album stefy rae stunning debut gwen stefani made journalists would called pop masterpiece new artists like stefy could keep music business afloat listening ms stone
"My daughter loves doing science experiments so I got her this kit thinking it would be an excellent teaching tool. Boy, was I wrong. The kit DOES NOT come with everything needed to do the experiments and some of the random things included in the kit are not even used in the experiments. This was a big waste of money not to mention how disappointed my daughter was. I would definately NOT recommend this kit for anyone.",daughter loves science experiments got kit thinking would excellent teaching tool boy wrong kit come everything needed experiments random things included kit even used experiments big waste money mention disappointed daughter would definately recommend kit anyone
"Werewolf was my first introduction to World of Darkness. I enjoyed it, but, reading the other books pointed out to me that Werewolves are definitely a better platform for Storytellers than players - they're either too weak or too powerful! New players will find themselves darting away from a vampire or hunter with any kind of experience, where as someone who actually finds standing in the Garou nation will be able to kill off Justicars and Femorachs without breaking a sweat.You could play a campaign, of course, but, it'll take some effort to make high-leveled characters keep interest. Buyer beware!",werewolf first introduction world darkness enjoyed reading books pointed werewolves definitely better platform storytellers players theyre either weak powerful new players find darting away vampire hunter kind experience someone actually finds standing garou nation able kill justicars femorachs without breaking sweatyou could play campaign course itll take effort make highleveled characters keep interest buyer beware
"This controller is terrible. The only positive thing I could say about this controller is you can throw it at the wall and it won't break. The sticks are hard to move and don't allow for the pressure sensitivity required for enjoyable gaming. The buttons are stiff. The handles are big and uncomfortable. The included headset is uncomfortable to a grown adult. I didn't use the included headset after the first night. Overall, I would say move on to the next after market controller.",controller terrible positive thing could say controller throw wall wont break sticks hard move dont allow pressure sensitivity required enjoyable gaming buttons stiff handles big uncomfortable included headset uncomfortable grown adult didnt use included headset first night overall would say move next market controller
Gives the reader a wonderful and clear picture of how Egypt has changed throughout history. I send a thank you to the author.,gives reader wonderful clear picture egypt changed throughout history send thank author
"This is one of those ""great shows"" from my childhood and it was a lot of fun to revisit it after all these years. Its really good that the price has dropped by about half however, I mean seriously.... This sure isn't Hamlet. The show is cheesy and cheap, but not in a bad way at all. I found it quite entertaining still. And it is really a treat to see the eternally classy and beautiful Lee Meriwether at what is perhaps the pinnacle of her elegance and grace.The show is more serious then, and far less classic then, Lost in Space or Batman. But it provides the same type of wholesome campy entertainment that has made those shows TV legends. If you don't like cheese however, look elsewhere.",one great shows childhood lot fun revisit years really good price dropped half however mean seriously sure isnt hamlet show cheesy cheap bad way found quite entertaining still really treat see eternally classy beautiful lee meriwether perhaps pinnacle elegance gracethe show serious far less classic lost space batman provides type wholesome campy entertainment made shows tv legends dont like cheese however look elsewhere
