review,normalized_review,sentiment,topics,summary
"When I purchased this book I couldn't wait to get it in the mail. I was SO excited about learning about how to ""eat"" for womb health but what I came across was a lot of reference to some healthy womb god idol? I don't know, I was very put off by the constant references to this idol god, and womb circle chants that she suggest we do? I thought I would be able to take from it what I could use, and discard everything else but the references were too frequent, and it put a really bad taste in my mouth, I felt I was being exposed to things that were very oddly relgious, (non-christian) and I am not interested in that. I purchased the book in hopes that I'd learn to eat a certain way for an overall healthy womb, but got a lot of other weird stuff, that made me uneasy, I couldn't finish the book.",purchased book couldnt wait get mail excited learning eat womb health came across lot reference healthy womb god idol dont know put constant references idol god womb circle chants suggest thought would able take could use discard everything else references frequent put really bad taste mouth felt exposed things oddly relgious nonchristian interested purchased book hopes id learn eat certain way overall healthy womb got lot weird stuff made uneasy couldnt finish book,positive,"god womb, eat womb, womb health",Error: '<' not supported between instances of 'NoneType' and 'int'
"I am a big Tudor fan & love the artwork in this lovely book! I've also tried two of the recipes, so far, & thought they were terrific!",big tudor fan love artwork lovely book ive also tried two recipes far thought terrific,positive,"artwork lovely, tudor fan, tried recipes",Error: '<' not supported between instances of 'NoneType' and 'int'
I would recommend this game to anyone... but I have to say that there's a couple of disappointments i've run into in comparison to previous FIFA Soccer Versions.. in FIFA 2003 I learned that there isn't a Create-A-Player mode in the game which I find disappointing another is gameplay might be too hard for beginners although I'm trying not to be negative this is an awesome game certaintly one of EA Sports best. just those two things disappoint me for some reason but I won't be returning it I'll defenitly enjoy this awesome title !,would recommend game anyone say theres couple disappointments ive run comparison previous fifa soccer versions fifa learned isnt createaplayer mode game find disappointing another gameplay might hard beginners although im trying negative awesome game certaintly one ea sports best two things disappoint reason wont returning ill defenitly enjoy awesome title,positive,"disappointing gameplay, recommend game, game disappointing",Error: '<' not supported between instances of 'NoneType' and 'int'
"If it were made of silicone, it wouldn't get melted and ruined on the tips. I like how it works, though. :)",made silicone wouldnt get melted ruined tips like works though,positive,"silicone wouldnt, silicone, ruined tips",Error: '<' not supported between instances of 'NoneType' and 'int'
"I was debating if I should buy this compilation for the fear of being let down, but I did. I definitely don't regret it. Usually I skip to songs that I enjoy, but driving long distances I noticed that I didn't skip any songs. Very satisfied with my purchased. Some of my favorite tracks include tracks 1.Don't Look Back - Dual Sessions and 7.Insane[Beach Love Mix]",debating buy compilation fear let definitely dont regret usually skip songs enjoy driving long distances noticed didnt skip songs satisfied purchased favorite tracks include tracks dont look back dual sessions insanebeach love mix,positive,"skip songs, favorite tracks, songs enjoy",Error: '<' not supported between instances of 'NoneType' and 'int'
"Benton Gup gives a very thorough overview of the role of a bank board member and the importance of understanding the major elements that make up a modern financial institution.It is important to note that this is a starter book; if you are currently a bank board member, or contemplating becoming one, you should understand that this book will spur you to further study on major subjects in other books and formats.",benton gup gives thorough overview role bank board member importance understanding major elements make modern financial institutionit important note starter book currently bank board member contemplating becoming one understand book spur study major subjects books formats,positive,"bank board, role bank, books formats",Error: '<' not supported between instances of 'NoneType' and 'int'
"Dont buy it! I used it for 2 weeks and it worked just fine -- was able to get 4 oz within 7 minutes, then all of the sudden, it stopped working. It would still pull at my nipple but nothing would come out -- I would constantly have to readjust the sheild to get more. I called customer service and they said that it was a lactation issue but with another pump I have no problems. DONT GET IT! Buy a hands-free one so that you can walk around the house - you dont want to be tied down to the machine.",dont buy used weeks worked fine able get oz within minutes sudden stopped working would still pull nipple nothing would come would constantly readjust sheild get called customer service said lactation issue another pump problems dont get buy handsfree one walk around house dont want tied machine,negative,"pump problems, issue pump, lactation issue",Error: '<' not supported between instances of 'NoneType' and 'int'
The Zurich Time Single Automatic Watch Winder keeps my watch wound but its motor is very noisy. I cannot keep it in my bedroom or it keeps me awake. This is not a quiet winder!,zurich time single automatic watch winder keeps watch wound motor noisy cannot keep bedroom keeps awake quiet winder,negative,"watch winder, quiet winder, winder keeps",Error: '<' not supported between instances of 'NoneType' and 'int'
"I have had a set of these Novi 4-channel wireless intercoms for over 12 years. Mine are set up on different wiring circuits in my current home, and they work just fine. I'm not sure why other people are having trouble with them not working on different wiring circuits. One caution: I used to live in a condo, and, apparently, one of the neighbors received a set as a Christmas present, because we began to hear their conversations the day after Christmas. We just switched channels, no more problems.",set novi channel wireless intercoms years mine set different wiring circuits current home work fine im sure people trouble working different wiring circuits one caution used live condo apparently one neighbors received set christmas present began hear conversations day christmas switched channels problems,negative,"switched channels, novi channel, channels problems",Error: '<' not supported between instances of 'NoneType' and 'int'
What started out as a page turner ended up just being boring. Dont be fooled there is no way this book should be rated 4 stars,started page turner ended boring dont fooled way book rated stars,neutral,"page turner, ended boring, turner ended",Error: '<' not supported between instances of 'NoneType' and 'int'
"Not only is this a simple, timeless, unisex looking mobile, but it is also great for the development of a baby's vision. Whereas some mobiles function moreso to match decor, other mobiles are educational attachments to the crib. Keep in mind that pastel colors are not appreciated by infants for months. The panda bear was the first animal seen by my infant b/c of the black and white. The primary colors of Blue Jean Teddy then become noticed. The green gingham pattern on the dog and the softer hued duck were spotted after further development. My baby is now a sitter and she still likes to look at the panda the most. The only con of this mobile is the wind-up music box. I would have preferred a battery-operated one so that it can play as long as I and my baby wanted. But the reasonable price of this mobile AS WELL as the cute look of it made it a great buy. Educational baby products don't have to look weird!",simple timeless unisex looking mobile also great development babys vision whereas mobiles function moreso match decor mobiles educational attachments crib keep mind pastel colors appreciated infants months panda bear first animal seen infant bc black white primary colors blue jean teddy become noticed green gingham pattern dog softer hued duck spotted development baby sitter still likes look panda con mobile windup music box would preferred batteryoperated one play long baby wanted reasonable price mobile well cute look made great buy educational baby products dont look weird,positive,"development babys, baby products, decor mobiles",Error: '<' not supported between instances of 'NoneType' and 'int'
"The RoadMate gets the job done. It isn't the sleekest or smallest GPS but it will get you from A to B, at a very affordable price. The only issue I have faced with the RoadMate so far, is the cost of map updates (around $50.00), but I haven't needed it yet.",roadmate gets job done isnt sleekest smallest gps get b affordable price issue faced roadmate far cost map updates around havent needed yet,neutral,"gps affordable, gps, smallest gps",Error: '<' not supported between instances of 'NoneType' and 'int'
This is a great album i was recently introduced to. After doing a bit of searching i found that Baxter has put out several albums since this one in 1998. Anyone know where one might buy these other albums? Id appreciate any help. Thanks,great album recently introduced bit searching found baxter put several albums since one anyone know one might buy albums id appreciate help thanks,positive,"baxter albums, buy albums, albums",Error: '<' not supported between instances of 'NoneType' and 'int'
"This novel was absolutely amazing. It follows in the lines of Dan Brown's novel, but has a different twist so it makes the two novels different. Shoeles is an amazing storyteller with a flair for twists that will keep the reader guessing until the very end of the novel! I highly recommend this novel for anyone who loved the Da Vinci Code and Angels and Demons!",novel absolutely amazing follows lines dan browns novel different twist makes two novels different shoeles amazing storyteller flair twists keep reader guessing end novel highly recommend novel anyone loved da vinci code angels demons,positive,"recommend novel, novels different, novels",Error: '<' not supported between instances of 'NoneType' and 'int'
"Even though I enjoyed this book, I found that it lacked continuity with Robert O'Brien's original book, ""Mrs. Frisby and the Rats of NIMH."" The book was an easier read, but it doesn't have the detail that the first book had. I read both aloud to my students. My students all said they liked the original book better.",even though enjoyed book found lacked continuity robert obriens original book mrs frisby rats nimh book easier read doesnt detail first book read aloud students students said liked original book better,positive,"book lacked, book easier, book better",Error: '<' not supported between instances of 'NoneType' and 'int'
"Perhaps I have become desensitized, but I found the novel to be misleading; Cook spends a great deal of time foreshadowing a tragic, haunting event that ends up seeming anticlimactic; I expected something far more sinister. The preview outshines the work itself. I did enjoy reading it, however; Cook's style is soft, understated, and utterly mesmerizing, perfect for late night reading. His style flows and drifts into the subconscious; it's alluring prose, even if it leads to a less than riveting conclusion.",perhaps become desensitized found novel misleading cook spends great deal time foreshadowing tragic haunting event ends seeming anticlimactic expected something far sinister preview outshines work enjoy reading however cooks style soft understated utterly mesmerizing perfect late night reading style flows drifts subconscious alluring prose even leads less riveting conclusion,positive,"foreshadowing tragic, reading cooks, desensitized novel",Error: '<' not supported between instances of 'NoneType' and 'int'
"Mr. Brzezinski feels that America must be replaced as a global village. How I and 250 million other people disagree must be beyond his puny immagination. A one-world governemnt is easier to conquer and force socialism by making the Global Community ""hell on earth"" where only a few thousands engineers run a billion slaves. Zbiginiew, The Trilateral Commission founder and member and long time anti-american elitest and CFR member I have one question. How did a clown like you ever land a job as Professor of John Hopkins University?",mr brzezinski feels america must replaced global village million people disagree must beyond puny immagination oneworld governemnt easier conquer force socialism making global community hell earth thousands engineers run billion slaves zbiginiew trilateral commission founder member long time antiamerican elitest cfr member one question clown like ever land job professor john hopkins university,negative,"antiamerican elitest, global community, mr brzezinski",Error: '<' not supported between instances of 'NoneType' and 'int'
This feeder is made of heavy duty materials that last- I was happy to find one to add to one I had for 8+ years.I like that you can take the bowls out and wash them. For me sometimes my cats want to eat alone and I can just take them apart for seperate feeding.,feeder made heavy duty materials last happy find one add one yearsi like take bowls wash sometimes cats want eat alone take apart seperate feeding,positive,"feeder heavy, feeding, feeder",Error: '<' not supported between instances of 'NoneType' and 'int'
"Its like the fan boys who talked in superlatives about Planet Terror, and the fan base of sci-fi lemmings on amazon who salivate at edgy, whino-college gutter films like, the ever hyped, and truly disappointing Cloverfield.Kill Bill is just a Jackie Chan film going artsy. It's just art-house on Meth; its ludicrous, which is probably what it is supposed to be from jump street, but I have had enough of Scream acerebral thinking. I am sure it is boat loads of fun working with Quentin. There obviously is a reason movies like this are made. Five stars indeed. I'd rather watch reruns of Ghandi and a marathon on AMC of awful Clint Eastwood films like Unforgiven, then to ever, EVER sit through a Quentin film again.If this is the kind of raw new talent coming from Hollywood in that era, I certainly have a chance to bring my ideas to fruition.",like fan boys talked superlatives planet terror fan base scifi lemmings amazon salivate edgy whinocollege gutter films like ever hyped truly disappointing cloverfieldkill bill jackie chan film going artsy arthouse meth ludicrous probably supposed jump street enough scream acerebral thinking sure boat loads fun working quentin obviously reason movies like made five stars indeed id rather watch reruns ghandi marathon amc awful clint eastwood films like unforgiven ever ever sit quentin film againif kind raw new talent coming hollywood era certainly chance bring ideas fruition,positive,"reason movies, movies like, films like",Error: '<' not supported between instances of 'NoneType' and 'int'
"The music all by itself is all right, but it's ruined by Serrano's lyrics, which are at best, self-absorbed and adolescent, and at worst, just plain sick. Perhaps there are people who don't mind songs about everything from suicide thoughts to pedophilic desires, but as for me, COUNT ME OUT! I removed the CD from the player after the pedophilia song and returned it to Amazon in disgust without even listening to the rest of the CD. I was so grossed out, I don't even care whether or not I get my money back, I just wanted that thing out of my house! Yuck!",music right ruined serranos lyrics best selfabsorbed adolescent worst plain sick perhaps people dont mind songs everything suicide thoughts pedophilic desires count removed cd player pedophilia song returned amazon disgust without even listening rest cd grossed dont even care whether get money back wanted thing house yuck,negative,"songs suicide, pedophilia song, serranos lyrics",Error: '<' not supported between instances of 'NoneType' and 'int'
"A stunning yet disturbing portait of a true musical genius. Paul and John had eachother, Brian had only himself, with little group participation other than critisism. This powerful documentary proves, through all his struggles, his music will last forever.",stunning yet disturbing portait true musical genius paul john eachother brian little group participation critisism powerful documentary proves struggles music last forever,positive,"struggles music, musical genius, musical",Error: '<' not supported between instances of 'NoneType' and 'int'
"I don't think MTV came within fifty miles of this band. A couple of the reviews below make me wonder if somebody's working out a personal grudge...Anyway, Toreador is a solid, uptempo, melodic indie rock album by one of the many creative Northwest bands to find themselves trapped at the tail end of the ""grunge"" era. Songs like ""Comet"" and ""Shiva"" are fun, frenetic numbers with a sardonic undertone. One of the best albums of all time? No, of course not. But a good reminder that the Pacific Northwest in the 1990s spawned a lot of quality bands that shouldn't be folded into some one-dimensional ""grunge scene."" Buy it, put it on when you want to feel energized and sing along a little.",dont think mtv came within fifty miles band couple reviews make wonder somebodys working personal grudgeanyway toreador solid uptempo melodic indie rock album one many creative northwest bands find trapped tail end grunge era songs like comet shiva fun frenetic numbers sardonic undertone one best albums time course good reminder pacific northwest spawned lot quality bands shouldnt folded onedimensional grunge scene buy put want feel energized sing along little,positive,"northwest bands, mtv came, quality bands",Error: '<' not supported between instances of 'NoneType' and 'int'
"A clever, original, and satisfying manipulation of science-fictiontopoi, Mark Wakely's An Audience for Einstein is a realachievement.",clever original satisfying manipulation sciencefictiontopoi mark wakelys audience einstein realachievement,positive,"audience einstein, einstein realachievement, manipulation sciencefictiontopoi",Error: '<' not supported between instances of 'NoneType' and 'int'
"I absolutely love this book. Originally, I found it and checked it out my campus library. I found it so inspirational and helpful for my design work that I had to buy a copy of my own. It is great for people who are really interested in typography.",absolutely love book originally found checked campus library found inspirational helpful design work buy copy great people really interested typography,positive,"library inspirational, interested typography, typography",Error: '<' not supported between instances of 'NoneType' and 'int'
"Mac OS X is great. No disputing that. Jaguar was a real step forward. I was glad to pay $130 for that. Panther... well, Apple claims 150 great new features... but there's really only a handful that are useful... and it's a little much for them to ask for $130 again just 1 year later.Great product, but not worth the cost.",mac os x great disputing jaguar real step forward glad pay panther well apple claims great new features theres really handful useful little much ask year latergreat product worth cost,positive,"panther apple, jaguar real, jaguar",Error: '<' not supported between instances of 'NoneType' and 'int'
"Don't waste your money. David Allen Grier was so funny when he performed on In Living Color, but I now know it's because he was great at supporting roles. When left alone, this comedian leaves alot to desire. The DVD is not good and his stand up routine is just awful. We saw him last night for New Years Eve in Atlantic City. Hard to believe he is the same guy. He had a ""warm up"" comedian come on before him who was hilarious. Don't spend any money on stand up or DVD's for him. You will be dissapointed. No chance here to give no stars. If I could have, I would have.",dont waste money david allen grier funny performed living color know great supporting roles left alone comedian leaves alot desire dvd good stand routine awful saw last night new years eve atlantic city hard believe guy warm comedian come hilarious dont spend money stand dvds dissapointed chance give stars could would,positive,"comedian, comedian leaves, left comedian",Error: '<' not supported between instances of 'NoneType' and 'int'
"This is an amazingly fun and energetic plane. Recommend launching via the direct-toss (as a paper plane) with motors humming.Teaches kids about relative speeds--takeoff and land into the wind, etc.Expect some crashes on first day out, but for the right age it'll be great by the end of the first flight day. I'm enjoying watching this as much as my boy is thrilled flying it!",amazingly fun energetic plane recommend launching via directtoss paper plane motors hummingteaches kids relative speedstakeoff land wind etcexpect crashes first day right age itll great end first flight day im enjoying watching much boy thrilled flying,positive,"plane recommend, plane motors, flying",Error: '<' not supported between instances of 'NoneType' and 'int'
"An appalling book.Boring, poorly written, poorly edited.Try Algorithm design manual by Steven S. Skiena or Thomas H. Cormen's Introduction to Algorithms or Kleinberg and Tardos'Algorithm Design or the excellent Introduction to the Design and Analysis of Algorithms by Anany V. Levitin instead of this mish-mash.",appalling bookboring poorly written poorly editedtry algorithm design manual steven skiena thomas h cormens introduction algorithms kleinberg tardosalgorithm design excellent introduction design analysis algorithms anany v levitin instead mishmash,positive,"design manual, introduction design, design analysis",Error: '<' not supported between instances of 'NoneType' and 'int'
"too short and from the misleading picture , i thought it would be just the thing but it is much tooo short",short misleading picture thought would thing much tooo short,negative,"misleading picture, tooo short, short misleading",Error: '<' not supported between instances of 'NoneType' and 'int'
"I used this book for an online class, books and test are bundled together and each time I took the test I had to challenge at lest one question, because it was simply wrong or inaccurate. Test quiz/test questions are non constructive for the most part. Many examples use non-standard fonts that hard to find, making assignments unnecessarily difficult to complete, in some exercises after following all instructions the correct result would not match the examples given again creating difficulty not needed. This books suited for online classes because it often gives instructions which are completely irrelevant in such environment. The books gives a good amount of tips and tricks about MS Office, books needs revising and grouping of lessons.",used book online class books test bundled together time took test challenge lest one question simply wrong inaccurate test quiztest questions non constructive part many examples use nonstandard fonts hard find making assignments unnecessarily difficult complete exercises following instructions correct result would match examples given creating difficulty needed books suited online classes often gives instructions completely irrelevant environment books gives good amount tips tricks ms office books needs revising grouping lessons,negative,"books test, test quiztest, quiztest",Error: '<' not supported between instances of 'NoneType' and 'int'
"I will keep this short and sweet. I have a Sony SRF-M85V. It is horrid. No FM reception, bleeds other stations through. Do not waste one thin dime on this product.",keep short sweet sony srfmv horrid fm reception bleeds stations waste one thin dime product,negative,"bleeds stations, fm reception, reception bleeds",Error: '<' not supported between instances of 'NoneType' and 'int'
"The feeder has less capacity than it seemed and is not completely squirrel proof. It is sturdy, attractive, and better than most at keeping pests at bay. The birds seem to like it better than the feeder it replaced. I plan to buy one more for the front yard.",feeder less capacity seemed completely squirrel proof sturdy attractive better keeping pests bay birds seem like better feeder replaced plan buy one front yard,positive,"better feeder, feeder capacity, feeder replaced",Error: '<' not supported between instances of 'NoneType' and 'int'
"Finally, an instrumental cd that allows dj's to mix withouthaving to buy the single to every popular hip hop song just toget the instrumental. Hopefully more will come.",finally instrumental cd allows djs mix withouthaving buy single every popular hip hop song toget instrumental hopefully come,positive,"djs mix, instrumental cd, allows djs",Error: '<' not supported between instances of 'NoneType' and 'int'
"This is the worst hyped movie I have ever seen. There is none of the Star Wars magic in this film. None of the characters in the film are sympathetic and Jar Jar is the worst creation in the history of film. Buying this movie is like telling George Lucas that it is okay to make a billion dollar movie with an awful script. The worst thing about this movie is that the computer special effects are the real star and there is no humanity or soul in the film. Star Wars was a great movie because it had characters people could relate to, but this movie has none. DO NOT WASTE YOUR MONEY ON THIS WORTHLESS MOVIE.",worst hyped movie ever seen none star wars magic film none characters film sympathetic jar jar worst creation history film buying movie like telling george lucas okay make billion dollar movie awful script worst thing movie computer special effects real star humanity soul film star wars great movie characters people could relate movie none waste money worthless movie,negative,"star wars, movie awful, worthless movie",Error: '<' not supported between instances of 'NoneType' and 'int'
I was so excited that I finally found this movie and when I put it in my DVD player it said that it couldn't play so I tried my Xbox..still didn't work. After trying several other units I was unable to get it to play as it is the UK version of the film and does not work in the states. I am very disappointed with this purchase. It was a waste of my money and time waiting for it to get here. I can't even watch it.,excited finally found movie put dvd player said couldnt play tried xboxstill didnt work trying several units unable get play uk version film work states disappointed purchase waste money time waiting get cant even watch,negative,"tried xboxstill, dvd player, movie dvd",Error: '<' not supported between instances of 'NoneType' and 'int'
"I have been using these for about an year now, and they are the best ones under $40 that I've owned. Here are some plus points:1. very sturdy metal band resulting in a snug fit2. compact enough to be carried around, without loss in the bass! :)Just be careful not to open the headphones holding the plastic parts - they may break. The best way is to hold the metal band and pull them apart. A very good buy, and highly recommended.-Amarendra",using year best ones ive owned plus points sturdy metal band resulting snug fit compact enough carried around without loss bass careful open headphones holding plastic parts may break best way hold metal band pull apart good buy highly recommendedamarendra,positive,"headphones, headphones holding, bass",Error: '<' not supported between instances of 'NoneType' and 'int'
"Usually I use Merkur blades, but I saw these available and figured, ""I'm sure they'll be fine."" The blades felt dull; they were flimsy, and a couple of the blades in the pack had grime on them when I opened them. My skin was irritated like never before and I got more small cuts than I had from my safety razor since...well, ever, really. Immediately, I hopped on Amazon and ordered a pack of the Merkur blades.",usually use merkur blades saw available figured im sure theyll fine blades felt dull flimsy couple blades pack grime opened skin irritated like never got small cuts safety razor sincewell ever really immediately hopped amazon ordered pack merkur blades,positive,"merkur blades, blades saw, blades",Error: '<' not supported between instances of 'NoneType' and 'int'
I bought this for a 9yr old boy thinking it would be fun due to all the positive reviews. It was the most boring magic set I've ever seen. The tricks are silly. I think he played with it out of obligation but has never touched it again. Melissa and Doug usually make great toys but I think maybe they should stick to entertaining the smaller children.,bought yr old boy thinking would fun due positive reviews boring magic set ive ever seen tricks silly think played obligation never touched melissa doug usually make great toys think maybe stick entertaining smaller children,positive,"toys think, toys, magic set",Error: '<' not supported between instances of 'NoneType' and 'int'
"Similar to all the other reviewers, the voice transmission *never* worked on this toy. For some reason, the morse code would be transmitted/received, but the whole point of the toy is the 'talkie' part and this toy does not 'workie', so do not bother getting.",similar reviewers voice transmission never worked toy reason morse code would transmittedreceived whole point toy talkie part toy workie bother getting,negative,"voice transmission, morse code, toy talkie",Error: '<' not supported between instances of 'NoneType' and 'int'
"While Catalina can be at times a stressful environment, King's experience here can only be attributed to her own insecurities. Catalina is an incredibly strong academic school and the faculty here do everything in their power to help students do well. King obviously didn't have the natural ability or drive to succeed that is needed to flourish here, as shown by the fact that the writing in this book would not have recieved a passing grade in my freshman english class.",catalina times stressful environment kings experience attributed insecurities catalina incredibly strong academic school faculty everything power help students well king obviously didnt natural ability drive succeed needed flourish shown fact writing book would recieved passing grade freshman english class,positive,"insecurities catalina, catalina incredibly, catalina",Error: '<' not supported between instances of 'NoneType' and 'int'
Goodasas as as as asa sasasas as as asas asasasas asa sa sa sa sa sa sasaasas asa sa sa sa sasasasasa sa s as s,goodasas asa sasasas asas asasasas asa sa sa sa sa sa sasaasas asa sa sa sa sasasasasa sa,neutral,"sasasasasa sa, sasasas asas, asa sasasas",Error: '<' not supported between instances of 'NoneType' and 'int'
"I was very excited when i bought this book since i am from the Caribbean.However i was disappointed with it. The authors way of telling the story is very dry and sometimes hard to follow.On several parts of the book i found myself trying to read fast so i can get to the real interesting parts. I believe that the author relies too much on the economics of the region while avoiding telling us important events and information on the region.For example he never tells us why the islands were named with the names that they have today.Why Cuba? Where doest it come from? Why Antigua? Why Martinique? Sometimes this book reads like an economics report which makes it very dull and boring at times.I guess the author assumes you know most of the story.Again, very dull and dry history on a region that is full of history and action.",excited bought book since caribbeanhowever disappointed authors way telling story dry sometimes hard followon several parts book found trying read fast get real interesting parts believe author relies much economics region avoiding telling us important events information regionfor example never tells us islands named names todaywhy cuba doest come antigua martinique sometimes book reads like economics report makes dull boring timesi guess author assumes know storyagain dull dry history region full history action,negative,"book caribbeanhowever, martinique book, book reads",Error: '<' not supported between instances of 'NoneType' and 'int'
"I bought one of these from a local store thinking I could take care of some light body hair that I had.This thing didn't do anything but mess my hair up. Here is what I mean...I thought..cool! I will test this bad boy out. I tried to trim some hair on my wrist to test it out. It just pushed my hair around. I took off the rounded foil cutter and did a straight cut from the blade. Even trying that method took too much effort to cut hair.I also thought since it was advertised as a wet/dry that maybe it did better wet. Again..same results. Needless to say, I returned it within a day of buying it.",bought one local store thinking could take care light body hair hadthis thing didnt anything mess hair meani thoughtcool test bad boy tried trim hair wrist test pushed hair around took rounded foil cutter straight cut blade even trying method took much effort cut hairi also thought since advertised wetdry maybe better wet againsame results needless say returned within day buying,positive,"trim hair, body hair, mess hair",Error: '<' not supported between instances of 'NoneType' and 'int'
"these cd from Supermax is not the original recording!When you listening to Supermax great hit LOVE MACHINEyou can hear it by yourself,that he's different from theoriginal recording.",cd supermax original recordingwhen listening supermax great hit love machineyou hear yourselfthat hes different theoriginal recording,positive,"cd supermax, supermax original, original recordingwhen",Error: '<' not supported between instances of 'NoneType' and 'int'
"This book is a fun read for fans of W.C. Fields. But accuracy was not a major issue for the author. Many of the stories have since been disproven by better biographers who bothered to do some research. The author here just accepted all of Fields's gag stories and the output of Paramount's publicity department.This book can be enjoyed, but it should be regarded as a work of fiction that loosely touches on some aspects of the reality of Fields's life.If you want an actual biographer of Fields, you'd do much better with Simon Louvish.",book fun read fans wc fields accuracy major issue author many stories since disproven better biographers bothered research author accepted fieldss gag stories output paramounts publicity departmentthis book enjoyed regarded work fiction loosely touches aspects reality fieldss lifeif want actual biographer fields youd much better simon louvish,positive,"biographer fields, better biographers, biographers",Error: '<' not supported between instances of 'NoneType' and 'int'
I played this game years ago on the Sega Saturn with my cousin's two kids. They were both as in love with the characters and game play as I was. It wasn't the most challenging of games but the humor and cut scenes made it well worth it.We ended up getting into both the anime and manga because of how much we enjoyed the story. Its a shame you can't get this game for less money but if you can find it for less definitely get it. It was a great ending for a beloved console. Wish I still had this game and my Sega Saturn.,played game years ago sega saturn cousins two kids love characters game play wasnt challenging games humor cut scenes made well worth itwe ended getting anime manga much enjoyed story shame cant get game less money find less definitely get great ending beloved console wish still game sega saturn,positive,"game sega, sega saturn, characters game",Error: '<' not supported between instances of 'NoneType' and 'int'
"At the highest setting, the warmest my skin gets is 105F. That's not warm enough to do any good. The controller gets almost as hot at 100F. I have an old heating heating pad that reaches 110F on the middle setting, which is warm enough to do some good.",highest setting warmest skin gets f thats warm enough good controller gets almost hot f old heating heating pad reaches f middle setting warm enough good,positive,"setting warmest, setting warm, heating pad",Error: '<' not supported between instances of 'NoneType' and 'int'
I CAN HARDLY WAIT FOR EACH NEW BOOK BY AMANDA QUICK TO BE PUBLISHED. AM AN AVID FAN. ALTHO THIS ONE IS NOT AS GOOD AS SOME OF HER OTHERS. ie.MISCHIEF--AFFAIR STILL ALL IN ALL HER LADIES ALL LEND A BREATH OF FRESH AIR TO THE REGENCY PERIOD. HER LOVE SCENES ARE BELIEVABLE AND HER MEN ARE RATHER NICE EVEN WHEN PROVEN THAT THEY ARE NOT THE ANSWER TO EVERY MAIDENS PRAYERS. I LIKE IT WHEN THE BAD AND REALLY BAD GUYS GET THEIR JUST REWARDS. ALSO THE STREET CHILDREN ARE TREATED WITH RESPECT AND KINDNESS. ALL IN ALL A GOOD BOOK.,hardly wait new book amanda quick published avid fan altho one good others iemischiefaffair still ladies lend breath fresh air regency period love scenes believable men rather nice even proven answer every maidens prayers like bad really bad guys get rewards also street children treated respect kindness good book,positive,"book amanda, new book, good book",Error: '<' not supported between instances of 'NoneType' and 'int'
"A few helpful nuggets, strewn randomly across almost 500 pages of rambling natterings. Comically poorly written book. Seems like the author did some excellent research on a worthy topic, but then felt the key findings were too light to monetize, and decided to stretch a very finite set of insights and suggestions that could easily fit on a couple of pages across (multiple!) tedious filibuster books. It pleased me to see the cheap newspaper stock of this incoherent tome disintegrate in my fireplace.",helpful nuggets strewn randomly across almost pages rambling natterings comically poorly written book seems like author excellent research worthy topic felt key findings light monetize decided stretch finite set insights suggestions could easily fit couple pages across multiple tedious filibuster books pleased see cheap newspaper stock incoherent tome disintegrate fireplace,positive,"filibuster books, books pleased, books",Error: '<' not supported between instances of 'NoneType' and 'int'
I bought this for my Father and he loved it. I was very happy the package came on time for Father's Day. I would buy from this seller again.,bought father loved happy package came time fathers day would buy seller,positive,"bought father, fathers day, father loved",Error: '<' not supported between instances of 'NoneType' and 'int'
"This is my favorite Cure album. Some people have called this album depressing and morbid, but I love it - it's cathartic! It takes me to another world. How many artists can do that? Everything about this work is gorgeous. I can't live without it!",favorite cure album people called album depressing morbid love cathartic takes another world many artists everything work gorgeous cant live without,positive,"cure album, album depressing, album people",Error: '<' not supported between instances of 'NoneType' and 'int'
"Fortunately, fifteen years (or more) ago, I read this book on my own before my English teacher required it... this is not a book that needs to be analysed and charted. It is one that needs to be absorbed, and felt. It does NOT deserve to be one of those books students hate merely because it's required reading.The characters are as real as books get, the small town one that you might live in now, or your grandparents might have lived in decades ago. The issues - from racism, sibling relationships, and just plain growing up - touch your soul. And it's just plain fun to read.It's a bit of American culture that should be cherished... passed on as the valuable art it is - but to tear it apart with attempts to read into symbolism, or to over analyze it... that nearly denies Harper Lee the respect she deserves for writing it.",fortunately fifteen years ago read book english teacher required book needs analysed charted one needs absorbed felt deserve one books students hate merely required readingthe characters real books get small town one might live grandparents might lived decades ago issues racism sibling relationships plain growing touch soul plain fun readits bit american culture cherished passed valuable art tear apart attempts read symbolism analyze nearly denies harper lee respect deserves writing,positive,"deserve books, deserves writing, book needs",Error: '<' not supported between instances of 'NoneType' and 'int'
This book was bought as part of a Bible Study group and we are finding it very helpful in keeping us focused on providing Christ centered homes for our families.,book bought part bible study group finding helpful keeping us focused providing christ centered homes families,positive,"bible study, homes families, providing christ",Error: '<' not supported between instances of 'NoneType' and 'int'
"This fryer worked great while it lasted. After a year the interlocking electric cord would no longer connect properly, so it wouldn't turn on. After replacing the cord, the unit worked for another year and then quit working completely. Fryer handle has a tendency to keep falling in the fryer, thereby melting the plactic into a twisted horrible fashion.Steer clear of this dud.",fryer worked great lasted year interlocking electric cord would longer connect properly wouldnt turn replacing cord unit worked another year quit working completely fryer handle tendency keep falling fryer thereby melting plactic twisted horrible fashionsteer clear dud,positive,"fryer worked, fryer, fryer melting",Error: '<' not supported between instances of 'NoneType' and 'int'
